drug_name	ind_name	ind_id	NCT	status	phase	DetailedStatus	DrugCUI	DrugString
Erythromycin	Syphilis	C0039128		Approved			C0014806	Erythromycinum
Erythromycin	Chlamydial pneumonia	C0339959		Approved			C0014806	Erythromycinum
Erythromycin	Acute gonococcal cervicitis	C0153195		Approved			C0014806	Erythromycinum
Erythromycin	Acne Vulgaris	C0001144		Approved			C0014806	Erythromycinum
Erythromycin	Acute otitis media	C0271429		Approved			C0014806	Erythromycinum
Erythromycin	Mycoplasma pneumonia	C0032302		Approved			C0014806	Erythromycinum
Erythromycin	Gonorrhea	C0018081		Approved			C0014806	Erythromycinum
Erythromycin	Intraabdominal Infections	C1112209		Approved			C0014806	Erythromycinum
Erythromycin	Meningitis	C0025289		Approved			C0014806	Erythromycinum
Erythromycin	Cholangitis	C0008311		Approved			C0014806	Erythromycinum
Erythromycin	Bacterial sepsis	C0684256		Approved			C0014806	Erythromycinum
Erythromycin	Hepatic Coma	C0019147		Approved			C0014806	Erythromycinum
Erythromycin	Infection of bone	C2242472		Approved			C0014806	Erythromycinum
Erythromycin	Urinary tract infection	C0042029		Approved			C0014806	Erythromycinum
Erythromycin	Arthropathy associated with infection	C0157749		Approved			C0014806	Erythromycinum
Hydroxocobalamin	Vitamin B 12 Deficiency	C0042847		Approved			C0020316	OH-Cbl
Hydroxocobalamin	Toxic effect of cyanide	C0238080		Approved			C0020316	OH-Cbl
Hydroxocobalamin	Anemia, Pernicious	C0002892		Approved			C0020316	OH-Cbl
Caffeine	Headache Disorders	C0393735		Approved			C0006644	Teína
Caffeine	Allergic rhinitis (disorder)	C2607914		Approved			C0006644	Teína
Caffeine	Pain	C0030193		Approved			C0006644	Teína
Caffeine	Vascular Headaches	C0042376		Approved			C0006644	Teína
Caffeine	Back Pain	C0004604		Approved			C0006644	Teína
Caffeine	Cluster Headache	C0009088		Approved			C0006644	Teína
Caffeine	Arthralgia	C0003862		Approved			C0006644	Teína
Caffeine	Influenza-like symptoms	C0392171		Approved			C0006644	Teína
Caffeine	Common Cold	C0009443		Approved			C0006644	Teína
Caffeine	Muscle Spasticity	C0026838		Approved			C0006644	Teína
Caffeine	Rhinorrhea	C1260880		Approved			C0006644	Teína
Caffeine	Nasal congestion (finding)	C0027424		Approved			C0006644	Teína
Caffeine	Sinus headache	C0037195		Approved			C0006644	Teína
Caffeine	Dysmenorrhea	C0013390		Approved			C0006644	Teína
Caffeine	Tension Headache	C0033893		Approved			C0006644	Teína
Caffeine	Migraine Disorders	C0149931		Approved			C0006644	Teína
Caffeine	Apnea in the newborn	C0232058		Approved			C0006644	Teína
Sildenafil	Pulmonary arterial hypertension	C2973725		Approved			C0529793	Sildenafilo
Sildenafil	Erectile dysfunction	C0242350		Approved			C0529793	Sildenafilo
Pyrimethamine	Malaria	C0024530		Approved			C0034283	Pyrimethaminum
Pyrimethamine	Toxoplasmosis associated with AIDS	C1720498		Approved			C0034283	Pyrimethaminum
Pyrimethamine	Toxoplasmosis	C0040558		Approved			C0034283	Pyrimethaminum
Reserpine	Psychotic Disorders	C0033975		Approved			C0035179	Reserpin
Reserpine	Hypertensive disease	C0020538		Approved			C0035179	Reserpin
Azithromycin	Pulmonary Mycobacterium avium complex infection	C2733595		Approved			C0052796	Azithromycine
Azithromycin	Streptococcal tonsillitis	C0275804		Approved			C0052796	Azithromycine
Azithromycin	Pneumonia due to Staphylococcus aureus	C2349530		Approved			C0052796	Azithromycine
Azithromycin	Acute bacterial bronchitis	C0339933		Approved			C0052796	Azithromycine
Azithromycin	Infective otitis media	C0729586		Approved			C0052796	Azithromycine
Azithromycin	Chlamydial pneumonia	C0339959		Approved			C0052796	Azithromycine
Azithromycin	Chlamydial urethritis	C1278807		Approved			C0052796	Azithromycine
Azithromycin	Streptococcus pyogenes infection	C0554628		Approved			C0052796	Azithromycine
Azithromycin	Acute gonococcal cervicitis	C0153195		Approved			C0052796	Azithromycine
Azithromycin	Legionella pneumophila pneumonia	C0857846		Approved			C0052796	Azithromycine
Azithromycin	Acute gonococcal urethritis	C0275652		Approved			C0052796	Azithromycine
Azithromycin	Chancroids	C0007947		Approved			C0052796	Azithromycine
Azithromycin	Bacterial conjunctivitis	C0009768		Approved			C0052796	Azithromycine
Azithromycin	Pneumonia, Bacterial	C0004626		Approved			C0052796	Azithromycine
Azithromycin	Chlamydial pelvic inflammatory disease	C0520777		Approved			C0052796	Azithromycine
Azithromycin	Chlamydial cervicitis	C0341834		Approved			C0052796	Azithromycine
Azithromycin	Streptococcal pneumonia	C0155862		Approved			C0052796	Azithromycine
Azithromycin	Mycoplasma pneumonia	C0032302		Approved			C0052796	Azithromycine
Azithromycin	Staphylococcus aureus infection	C1318973		Approved			C0052796	Azithromycine
Azithromycin	Moraxella catarrhalis pneumonia	C0857831		Approved			C0052796	Azithromycine
Azithromycin	Acute bacterial sinusitis	C0275556		Approved			C0052796	Azithromycine
Azithromycin	Pelvic inflammatory disease due to Mycoplasma hominis	C1261256		Approved			C0052796	Azithromycine
Azithromycin	Haemophilus influenzae pneumonia	C0276026		Approved			C0052796	Azithromycine
Azithromycin	Acute exacerbation of chronic bronchitis	C0856695		Approved			C0052796	Azithromycine
Ticlopidine	Cerebrovascular Occlusion	C0596298		Approved			C0040207	Ticlopidina
Trospium	Urge Incontinence	C0150045		Approved			C0772089	Trospium
Trospium	Bladder muscle dysfunction - overactive	C0403643		Approved			C0772089	Trospium
Trospium	Increased frequency of micturition	C0042023		Approved			C0772089	Trospium
Trospium	Urgency of micturition	C0085606		Approved			C0772089	Trospium
Adapalene	Acne Vulgaris	C0001144		Approved			C0165631	Adapalène
Midodrine	Hypotension, Orthostatic	C0020651		Approved			C0026078	(±)-2-amino-N-(β-hydroxy-2,5-dimethoxyphenethyl)acetamide
Pantoprazole	Erosive esophagitis	C0267055		Approved			C0081876	Pantoprazolum
Pantoprazole	Zollinger-Ellison syndrome	C0043515		Approved			C0081876	Pantoprazolum
Pantoprazole	Gastroesophageal reflux disease	C0017168		Approved			C0081876	Pantoprazolum
Pantoprazole	Multiple Endocrine Neoplasia	C0027662		Approved			C0081876	Pantoprazolum
Pantoprazole	Peptic Ulcer	C0030920		Approved			C0081876	Pantoprazolum
Torasemide	Hypertensive disease	C0020538		Approved			C0076840	Torasémide
Torasemide	Edema	C0013604		Approved			C0076840	Torasémide
Torasemide	Decompensated cardiac failure	C0581377		Approved			C0076840	Torasémide
Torasemide	Renal disease with edema NOS	C0866125		Approved			C0076840	Torasémide
Citalopram	Generalized Anxiety Disorder	C0270549		Approved			C0008845	Citalopramum
Citalopram	Major Depressive Disorder	C1269683		Approved			C0008845	Citalopramum
Citalopram	Depressive disorder	C0011581		Approved			C0008845	Citalopramum
Eletriptan	Migraine Disorders	C0149931		Approved			C0759933	Eletriptán
Moxifloxacin	Chlamydial pneumonia	C0339959		Approved			C0536495	Moxifloxacino
Moxifloxacin	Acute bacterial sinusitis	C0275556		Approved			C0536495	Moxifloxacino
Moxifloxacin	Acute exacerbation of chronic bronchitis	C0856695		Approved			C0536495	Moxifloxacino
Moxifloxacin	Moraxella catarrhalis pneumonia	C0857831		Approved			C0536495	Moxifloxacino
Moxifloxacin	Bacterial infection due to Klebsiella pneumoniae	C0343402		Approved			C0536495	Moxifloxacino
Moxifloxacin	Mycoplasma pneumonia	C0032302		Approved			C0536495	Moxifloxacino
Moxifloxacin	Haemophilus influenzae pneumonia	C0276026		Approved			C0536495	Moxifloxacino
Moxifloxacin	Enterobacteriaceae Infections	C0014347		Approved			C0536495	Moxifloxacino
Moxifloxacin	Abdominal Abscess	C0243001		Approved			C0536495	Moxifloxacino
Moxifloxacin	Staphylococcus aureus infection	C1318973		Approved			C0536495	Moxifloxacino
Moxifloxacin	Streptococcus pyogenes infection	C0554628		Approved			C0536495	Moxifloxacino
Moxifloxacin	Infection of skin AND/OR subcutaneous tissue	C0178299		Approved			C0536495	Moxifloxacino
Moxifloxacin	Staphylococcal Pneumonia	C0032308		Approved			C0536495	Moxifloxacino
Moxifloxacin	Peritonitis	C0031154		Approved			C0536495	Moxifloxacino
Moxifloxacin	Pneumonia due to Klebsiella pneumoniae	C0519030		Approved			C0536495	Moxifloxacino
Moxifloxacin	Pneumonia, Bacterial	C0004626		Approved			C0536495	Moxifloxacino
Moxifloxacin	Streptococcal pneumonia	C0155862		Approved			C0536495	Moxifloxacino
Moxifloxacin	Intraabdominal Infections	C1112209		Approved			C0536495	Moxifloxacino
Moxifloxacin	Bacterial conjunctivitis	C0009768		Approved			C0536495	Moxifloxacino
Moxifloxacin	Rhinoscleroma	C0035468		Approved			C0536495	Moxifloxacino
Moxifloxacin	Pneumonic Plague	C0524688		Approved			C0536495	Moxifloxacino
Moxifloxacin	Plague, Septicemic	C0152936		Approved			C0536495	Moxifloxacino
Nelfinavir	HIV Infections	C0019693		Approved			C0525005	Nelfinavir
Glimepiride	Diabetes Mellitus, Non-Insulin-Dependent	C0011860		Approved			C0061323	Glimepirida
Diflorasone	Pruritus Ani	C0033775		Approved			C0304612	Diflorasonum
Diflorasone	Granuloma Annulare	C0085074		Approved			C0304612	Diflorasonum
Diflorasone	Chronic small plaque psoriasis	C0406317		Approved			C0304612	Diflorasonum
Diflorasone	Exanthema	C0015230		Approved			C0304612	Diflorasonum
Diflorasone	Pruritus of genital organs	C0033777		Approved			C0304612	Diflorasonum
Diflorasone	Lymphoma, T-Cell, Cutaneous	C0079773		Approved			C0304612	Diflorasonum
Diflorasone	Lupus Erythematosus, Discoid	C0024138		Approved			C0304612	Diflorasonum
Diflorasone	Lichen Simplex Chronicus	C0149922		Approved			C0304612	Diflorasonum
Diflorasone	Contact Dermatitis	C0011616		Approved			C0304612	Diflorasonum
Diflorasone	Scalp psoriasis	C0406326		Approved			C0304612	Diflorasonum
Diflorasone	Seborrheic dermatitis	C0036508		Approved			C0304612	Diflorasonum
Diflorasone	Dermatitis, Atopic	C0011615		Approved			C0304612	Diflorasonum
Indinavir	HIV Infections	C0019693		Approved			C0376637	(1(1S,2R),5(S))-2,3,5-Trideoxy-N-(2,3-dihydro-2-hydroxy-1H-inden-1-yl)-5-(2-(((1,1-dimethylethyl)amino)carbonyl)-4-(3-pyridinylmethyl)-1-piperazinyl)-2-(phenylmethyl)-D-erythro-pentonamide
Guanadrel	Hypertensive disease	C0020538		Approved			C0061938	Guanadrelum
Lovastatin	Familial hypercholesterolemia - heterozygous	C0342882		Approved			C0024027	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate
Lovastatin	Hyperlipidemia	C0020473		Approved			C0024027	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate
Lovastatin	Hypercholesterolemia	C0020443		Approved			C0024027	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate
Lovastatin	Hypoalphalipoproteinemias	C0473527		Approved			C0024027	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate
Lovastatin	Hyperlipidemia, Familial Combined	C0020474		Approved			C0024027	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate
Lovastatin	Hypertriglyceridemia	C0020557		Approved			C0024027	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate
Lovastatin	Arteriosclerosis	C0003850		Approved			C0024027	(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate
Pregabalin	Diabetic peripheral neuropathy	C0740447		Approved			C0657912	(S)-3-Isobutyl GABA
Pregabalin	Fibromyalgia	C0016053		Approved			C0657912	(S)-3-Isobutyl GABA
Pregabalin	Postherpetic neuralgia	C0032768		Approved			C0657912	(S)-3-Isobutyl GABA
Pregabalin	Generalized Anxiety Disorder	C0270549		Approved			C0657912	(S)-3-Isobutyl GABA
Temazepam	Sleeplessness	C0917801		Approved			C0039468	Temazepam
Methyclothiazide	Hypertensive disease	C0020538		Approved			C0025696	Methyclothiazide
Methyclothiazide	Renal disease with edema NOS	C0866125		Approved			C0025696	Methyclothiazide
Methyclothiazide	Edema	C0013604		Approved			C0025696	Methyclothiazide
Aminosalicylic Acid	Acute tuberculosis	C0275959		Approved			C0030125	4-amino-2-hydroxybenzoic acid
Aminosalicylic Acid	Tuberculosis, Pulmonary	C0041327		Approved			C0030125	4-amino-2-hydroxybenzoic acid
Reboxetine	Major Depressive Disorder	C1269683		Approved			C0168388	Reboxetina
Milrinone	Decompensated cardiac failure	C0581377		Approved			C0128513	Milrinonum
Butabarbital	Severe anxiety (panic)	C0231403		Approved			C0006464	Secbutabarbitale
Butabarbital	Dysuria	C0013428		Approved			C0006464	Secbutabarbitale
Butabarbital	Sleeplessness	C0917801		Approved			C0006464	Secbutabarbitale
Nevirapine	HIV Infections	C0019693		Approved			C0132326	Nevirapina
Oxiconazole	Tinea corporis (disorder)	C0040252		Approved			C0069765	2',4'-Dichloro-2-imidazol-1-ylacetophenone (Z)-[O-(2,4-dichlorobenzyl)oxime]
Oxiconazole	Tinea Versicolor	C0040262		Approved			C0069765	2',4'-Dichloro-2-imidazol-1-ylacetophenone (Z)-[O-(2,4-dichlorobenzyl)oxime]
Oxiconazole	Tinea cruris	C1384589		Approved			C0069765	2',4'-Dichloro-2-imidazol-1-ylacetophenone (Z)-[O-(2,4-dichlorobenzyl)oxime]
Oxiconazole	Tinea Pedis	C0040259		Approved			C0069765	2',4'-Dichloro-2-imidazol-1-ylacetophenone (Z)-[O-(2,4-dichlorobenzyl)oxime]
Alclometasone	Contact Dermatitis	C0011616		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Exanthema	C0015230		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Lymphoma, T-Cell, Cutaneous	C0079773		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Chronic small plaque psoriasis	C0406317		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Pruritus Ani	C0033775		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Lichen Simplex Chronicus	C0149922		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Dermatitis, Atopic	C0011615		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Granuloma Annulare	C0085074		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Seborrheic dermatitis	C0036508		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Scalp psoriasis	C0406326		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Lupus Erythematosus, Discoid	C0024138		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Alclometasone	Pruritus of genital organs	C0033777		Approved			C0360534	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione
Butalbital	Tension Headache	C0033893		Approved			C0054234	Allylbarbitone
Cladribine	Hairy Cell Leukemia	C0023443		Approved			C0092801	Cladribina
Ranolazine	Angina Pectoris	C0002962		Approved			C0073633	Ranolazina
Mesalazine	Chronic ulcerative proctitis	C2937222		Approved			C0253787	p-Aminosalicylsaeure
Mesalazine	Ulcerative Colitis	C0009324		Approved			C0253787	p-Aminosalicylsaeure
Mesalazine	Ulcerative colitis in remission	C3697010		Approved			C0253787	p-Aminosalicylsaeure
Mesalazine	Chronic ulcerative rectosigmoiditis	C0267390		Approved			C0253787	p-Aminosalicylsaeure
Benzatropine	Extrapyramidal Disorders	C0015371		Approved			C0005098	Tropine benzohydryl ether
Benzatropine	Parkinson Disease, Postencephalitic	C0030568		Approved			C0005098	Tropine benzohydryl ether
Benzatropine	Parkinson Disease	C0030567		Approved			C0005098	Tropine benzohydryl ether
Benzatropine	Parkinsonian Disorders	C0242422		Approved			C0005098	Tropine benzohydryl ether
Ziprasidone	Bipolar disorder in remission	C0270425		Approved			C0380393	Ziprasidonum
Ziprasidone	Schizophrenia	C0036341		Approved			C0380393	Ziprasidonum
Ziprasidone	Mixed bipolar I disorder	C0236780		Approved			C0380393	Ziprasidonum
Ziprasidone	Bipolar affective disorder, current episode manic	C0338873		Approved			C0380393	Ziprasidonum
Cabergoline	Hyperprolactinemia	C0020514		Approved			C0107994	1-ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'β-carbonyl)urea
Idoxuridine	Keratitis, Herpetic	C0019357		Approved			C0020811	Idoxuridinum
Dapsone	Acne Vulgaris	C0001144		Approved			C0010980	4-aminophenyl sulfone
Dapsone	Leprosy	C0023343		Approved			C0010980	4-aminophenyl sulfone
Dapsone	Dermatitis Herpetiformis	C0011608		Approved			C0010980	4-aminophenyl sulfone
Terconazole	Candidiasis, Vulvovaginal	C0700345		Approved			C0076115	Terconazole
Phenytoin	Status Epilepticus	C0038220		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Epilepsy characterized by intractable complex partial seizures	C2711653		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Epilepsy	C0014544		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Motor cortex epilepsy	C0234978		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Epilepsies, Partial	C0014547		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Tonic - clonic seizures	C0494475		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Lennox-Gastaut syndrome	C0238111		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Tonic-Clonic Epilepsy	C0014549		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Bipolar disorder in remission	C0270425		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Phenytoin	Simple Partial Seizures	C0234974		Approved			C0031507	5,5-diphenyltetrahydro-1H-2,4-imidazoledione
Medrysone	Rosacea	C0035854		Approved			C0065865	Medrysonum
Medrysone	Iritis	C0022081		Approved			C0065865	Medrysonum
Medrysone	Punctate keratopathy	C0423234		Approved			C0065865	Medrysonum
Medrysone	Iridocyclitis	C0022073		Approved			C0065865	Medrysonum
Medrysone	Corneal abrasion	C0010032		Approved			C0065865	Medrysonum
Medrysone	Uveitis	C0042164		Approved			C0065865	Medrysonum
Medrysone	Herpes zoster keratitis	C1275687		Approved			C0065865	Medrysonum
Medrysone	Corneal Ulcer	C0010043		Approved			C0065865	Medrysonum
Medrysone	Cyclitis	C0010543		Approved			C0065865	Medrysonum
Medrysone	Allergic Conjunctivitis	C0009766		Approved			C0065865	Medrysonum
Doxycycline	Acne Vulgaris	C0001144		Approved			C2699808	Doxycycline anhydrous
Doxycycline	Infection of skin AND/OR subcutaneous tissue	C0178299		Approved			C2699808	Doxycycline anhydrous
Doxycycline	Brucellosis	C0006309		Approved			C2699808	Doxycycline anhydrous
Doxycycline	Scrub Typhus	C0036472		Approved			C2699808	Doxycycline anhydrous
